order_id,order_date,amount,city
223,2024-01-25,8766,chennai
224,2024-01-23,5327,delhi
225,2024-01-09,1239,delhi
226,2024-01-31,8358,kanpur
227,2024-01-01,805,kanpur
228,2024-01-05,2892,mumbai
229,2024-01-27,1791,chennai
230,2024-01-21,3726,kanpur
231,2024-01-26,1181,kanpur
232,2024-01-29,3456,kanpur
233,2024-01-27,7050,delhi
234,2024-01-13,2924,mumbai
235,2024-01-10,6655,chennai
236,2024-01-29,1332,mumbai
237,2024-01-28,5404,chennai
238,2024-01-31,8309,delhi
239,2024-01-18,9458,mumbai
240,2024-01-08,8473,chennai
241,2024-01-08,476,delhi
242,2024-01-28,9357,kanpur
243,2024-01-25,7876,chennai
244,2024-01-25,7954,mumbai
245,2024-01-22,4475,kanpur
246,2024-01-01,4677,chennai
247,2024-01-30,3048,chennai
248,2024-01-10,5577,chennai
249,2024-01-21,4919,delhi
250,2024-01-21,7084,chennai
251,2024-01-25,8341,delhi
252,2024-01-08,1411,kanpur
253,2024-01-20,6927,kanpur
254,2024-01-08,8011,chennai
255,2024-01-09,7338,delhi
256,2024-01-11,8858,delhi
257,2024-01-03,2421,chennai
258,2024-01-02,5029,delhi
259,2024-01-11,2903,kanpur
260,2024-01-01,3208,kanpur
261,2024-01-23,7547,chennai
262,2024-01-14,4954,chennai
263,2024-01-30,1404,mumbai
264,2024-01-09,8972,mumbai
265,2024-01-26,7268,chennai
266,2024-01-09,4695,chennai
267,2024-01-07,7076,delhi
268,2024-01-31,3265,kanpur
269,2024-01-31,9504,delhi
270,2024-01-14,4183,kanpur
271,2024-01-16,1832,mumbai
272,2024-01-30,3812,delhi
273,2024-01-27,9832,mumbai
274,2024-01-14,7242,mumbai
275,2024-01-14,255,delhi
276,2024-01-04,6866,kanpur
277,2024-01-27,9078,chennai
278,2024-01-03,6335,mumbai
279,2024-01-24,5781,delhi
280,2024-01-06,3107,delhi
281,2024-01-23,4787,delhi
282,2024-01-02,2870,kanpur
283,2024-01-15,3890,kanpur
284,2024-01-14,7384,delhi
285,2024-01-20,1675,chennai
286,2024-01-02,1874,mumbai
287,2024-01-29,3308,kanpur
288,2024-01-31,4363,chennai
289,2024-01-08,1068,chennai
290,2024-01-01,2456,mumbai
291,2024-01-17,353,chennai
292,2024-01-21,913,delhi
293,2024-01-19,7201,kanpur
294,2024-01-25,537,kanpur
295,2024-01-01,7204,chennai
296,2024-01-11,6471,mumbai
297,2024-01-31,6161,mumbai
298,2024-01-20,425,mumbai
299,2024-01-17,5106,kanpur
300,2024-01-11,7221,mumbai
301,2024-01-31,514,delhi
302,2024-01-03,7611,kanpur
303,2024-01-24,1279,chennai
304,2024-01-27,2575,chennai
305,2024-01-22,3655,kanpur
306,2024-01-25,786,chennai
307,2024-01-07,9172,chennai
308,2024-01-15,3249,chennai
309,2024-01-28,3288,chennai
310,2024-01-23,2541,mumbai
311,2024-01-19,6320,chennai
312,2024-01-11,331,delhi
313,2024-01-11,8342,mumbai
314,2024-01-10,5410,delhi
315,2024-01-15,2095,kanpur
316,2024-01-21,8876,kanpur
317,2024-01-20,311,mumbai
318,2024-01-31,2548,chennai
319,2024-01-25,2653,kanpur
320,2024-01-10,2427,delhi
321,2024-01-30,7177,mumbai
322,2024-01-03,2678,mumbai
323,2024-01-12,7446,kanpur
324,2024-01-21,5164,delhi
325,2024-01-11,4072,kanpur
326,2024-01-31,8072,chennai
327,2024-01-08,6311,delhi
328,2024-01-05,983,chennai
329,2024-01-17,1190,delhi
330,2024-01-19,5961,mumbai
331,2024-01-22,1684,mumbai
332,2024-01-18,7930,mumbai
333,2024-01-06,325,delhi
334,2024-01-03,5913,delhi
335,2024-01-27,6336,delhi
336,2024-01-30,1561,mumbai
337,2024-01-15,4410,mumbai
338,2024-01-15,101,kanpur
339,2024-01-26,5201,chennai
340,2024-01-08,4834,delhi
341,2024-01-12,2137,kanpur
342,2024-01-25,4161,mumbai
343,2024-01-20,9725,mumbai
344,2024-01-19,7476,delhi
345,2024-01-21,8468,kanpur
346,2024-01-16,5075,mumbai
347,2024-01-29,4345,chennai
348,2024-01-04,5005,mumbai
349,2024-01-27,7080,chennai
350,2024-01-05,3941,mumbai
351,2024-01-10,3483,chennai
352,2024-01-07,1506,delhi
353,2024-01-27,6819,kanpur
354,2024-01-28,2202,kanpur
355,2024-01-18,109,delhi
356,2024-01-26,9120,delhi
357,2024-01-24,691,mumbai
358,2024-01-20,3414,chennai
359,2024-01-18,5810,chennai
360,2024-01-07,2689,mumbai
361,2024-01-12,7159,mumbai
362,2024-01-17,2864,kanpur
363,2024-01-25,2708,kanpur
364,2024-01-25,8369,mumbai
365,2024-01-03,8175,mumbai
366,2024-01-21,7256,kanpur
367,2024-01-06,8859,mumbai
368,2024-01-18,5513,kanpur
369,2024-01-26,230,mumbai
370,2024-01-28,321,delhi
371,2024-01-07,562,kanpur
372,2024-01-08,9464,mumbai
373,2024-01-18,877,mumbai
374,2024-01-01,6385,kanpur
375,2024-01-29,3817,chennai
376,2024-01-31,8905,mumbai
377,2024-01-28,143,chennai
378,2024-01-31,5842,kanpur
379,2024-01-05,4912,kanpur
380,2024-01-12,8689,kanpur
381,2024-01-12,4787,delhi
382,2024-01-12,686,chennai
383,2024-01-13,4554,chennai
384,2024-01-19,860,mumbai
385,2024-01-13,9482,mumbai
386,2024-01-24,4990,kanpur
387,2024-01-17,873,mumbai
388,2024-01-14,3933,chennai
389,2024-01-03,5539,delhi
390,2024-01-05,7403,kanpur
391,2024-01-14,6558,kanpur
392,2024-01-01,9644,kanpur
393,2024-01-30,3149,delhi
394,2024-01-19,5183,mumbai
395,2024-01-08,6011,kanpur
396,2024-01-04,7026,mumbai
397,2024-01-06,3490,delhi
398,2024-01-05,4295,mumbai
399,2024-01-26,1635,mumbai
400,2024-01-28,6325,chennai
401,2024-01-26,4479,delhi
402,2024-01-05,7797,kanpur
403,2024-01-30,2842,kanpur
404,2024-01-21,7243,kanpur
405,2024-01-11,5074,kanpur
406,2024-01-02,2533,delhi
407,2024-01-02,1092,mumbai
408,2024-01-06,6216,delhi
409,2024-01-16,4295,kanpur
410,2024-01-16,607,chennai
411,2024-01-04,7040,chennai
412,2024-01-02,3526,mumbai
413,2024-01-26,6539,chennai
414,2024-01-23,4770,delhi
415,2024-01-10,5507,mumbai
416,2024-01-31,3297,delhi
417,2024-01-09,4651,delhi
418,2024-01-17,6529,chennai
419,2024-01-13,9220,mumbai
420,2024-01-25,1522,delhi
421,2024-01-01,3822,chennai
422,2024-01-09,8645,chennai
423,2024-01-17,1534,mumbai
424,2024-01-04,2269,chennai
425,2024-01-30,7361,delhi
426,2024-01-17,3743,kanpur
427,2024-01-17,2052,kanpur
428,2024-01-16,7038,delhi
429,2024-01-13,7600,kanpur
430,2024-01-03,779,chennai
431,2024-01-06,7594,delhi
432,2024-01-01,9874,kanpur
433,2024-01-29,6222,kanpur
434,2024-01-13,1212,kanpur
435,2024-01-29,2413,kanpur
436,2024-01-27,4153,mumbai
437,2024-01-21,3379,delhi
438,2024-01-09,5043,delhi
439,2024-01-12,815,mumbai
440,2024-01-14,8331,kanpur
441,2024-01-04,6565,chennai
442,2024-01-31,3174,mumbai
443,2024-01-08,3303,delhi
444,2024-01-31,3053,delhi
445,2024-01-04,7066,chennai
446,2024-01-07,5689,chennai
447,2024-01-15,4506,mumbai
448,2024-01-30,4687,delhi
449,2024-01-31,1958,chennai
450,2024-01-28,5724,mumbai
451,2024-01-22,4935,delhi
452,2024-01-16,7571,chennai
453,2024-01-09,1225,chennai
454,2024-01-16,6008,chennai
455,2024-01-11,2349,mumbai
456,2024-01-17,6734,delhi
457,2024-01-23,3866,delhi
458,2024-01-20,1009,chennai
459,2024-01-27,8969,chennai
460,2024-01-20,8725,delhi
461,2024-01-06,338,mumbai
462,2024-01-14,2807,kanpur
463,2024-01-05,2717,delhi
464,2024-01-19,2304,delhi
465,2024-01-11,7719,mumbai
466,2024-01-19,8385,chennai
467,2024-01-24,3607,mumbai
468,2024-01-05,6898,chennai
469,2024-01-23,6742,kanpur
470,2024-01-31,9666,mumbai
471,2024-01-07,9152,delhi
472,2024-01-14,4698,chennai
473,2024-01-13,8400,mumbai
474,2024-01-03,4293,delhi
475,2024-01-12,5161,delhi
476,2024-01-28,6302,chennai
477,2024-01-10,139,kanpur
478,2024-01-13,3021,kanpur
479,2024-01-26,3514,kanpur
480,2024-01-12,7098,kanpur
481,2024-01-27,8469,chennai
482,2024-01-19,7257,mumbai
483,2024-01-18,4411,mumbai
484,2024-01-03,9510,mumbai
485,2024-01-30,3428,delhi
486,2024-01-01,7584,mumbai
487,2024-01-11,6557,delhi
488,2024-01-03,4507,mumbai
489,2024-01-18,9695,chennai
490,2024-01-01,1908,kanpur
491,2024-01-07,1595,chennai
492,2024-01-16,2360,kanpur
493,2024-01-28,3985,chennai
494,2024-01-01,2212,chennai
495,2024-01-05,4402,chennai
496,2024-01-10,8376,chennai
497,2024-01-08,2296,delhi
498,2024-01-19,5070,mumbai
499,2024-01-28,9638,delhi
500,2024-01-20,7819,kanpur
501,2024-01-24,5086,chennai
502,2024-01-13,2212,kanpur
503,2024-01-25,3872,delhi
504,2024-01-18,2739,delhi
505,2024-01-22,9050,kanpur
506,2024-01-04,5229,mumbai
507,2024-01-21,2268,delhi
508,2024-01-13,3060,kanpur
509,2024-01-02,349,delhi
510,2024-01-21,5078,chennai
511,2024-01-04,6585,chennai
512,2024-01-02,9310,delhi
513,2024-01-27,709,delhi
514,2024-01-20,3957,kanpur
515,2024-01-29,4405,mumbai
516,2024-01-11,1246,kanpur
517,2024-01-09,538,delhi
518,2024-01-23,5218,mumbai
519,2024-01-03,3631,mumbai
520,2024-01-03,8184,chennai
521,2024-01-23,9222,kanpur
522,2024-01-12,8966,mumbai
523,2024-01-10,6313,chennai
524,2024-01-02,1738,mumbai
525,2024-01-30,696,delhi
526,2024-01-10,975,mumbai
527,2024-01-13,2942,mumbai
528,2024-01-01,8410,mumbai
529,2024-01-24,6227,kanpur
530,2024-01-01,2933,mumbai
531,2024-01-07,1508,kanpur
532,2024-01-03,6527,chennai
533,2024-01-25,9025,mumbai
534,2024-01-26,2235,kanpur
535,2024-01-11,280,mumbai
536,2024-01-09,450,chennai
537,2024-01-04,9535,chennai
538,2024-01-29,2100,kanpur
539,2024-01-15,3000,delhi
540,2024-01-14,4787,mumbai
541,2024-01-23,4159,delhi
542,2024-01-16,7844,chennai
543,2024-01-31,5446,kanpur
544,2024-01-25,7835,mumbai
545,2024-01-24,8885,mumbai
546,2024-01-07,105,mumbai
547,2024-01-21,1301,mumbai
548,2024-01-07,3944,kanpur
549,2024-01-12,3874,mumbai
550,2024-01-27,5214,chennai
551,2024-01-25,5092,mumbai
552,2024-01-07,3999,kanpur
553,2024-01-25,6684,mumbai
554,2024-01-20,2474,kanpur
555,2024-01-25,304,delhi
556,2024-01-22,6208,chennai
557,2024-01-03,9754,chennai
558,2024-01-22,1619,chennai
559,2024-01-12,2553,kanpur
560,2024-01-12,7708,delhi
561,2024-01-08,5077,chennai
562,2024-01-29,7189,delhi
563,2024-01-17,4435,chennai
564,2024-01-14,4513,chennai
565,2024-01-29,7207,mumbai
566,2024-01-17,6806,chennai
567,2024-01-29,7197,delhi
568,2024-01-29,4155,kanpur
569,2024-01-03,6771,delhi
570,2024-01-14,6589,delhi
571,2024-01-25,3690,mumbai
572,2024-01-04,310,delhi
573,2024-01-16,3340,kanpur
574,2024-01-20,9137,mumbai
575,2024-01-15,7211,delhi
576,2024-01-23,7973,delhi
577,2024-01-24,4783,mumbai
578,2024-01-07,2736,mumbai
579,2024-01-26,5524,chennai
580,2024-01-07,7652,chennai
581,2024-01-26,7889,delhi
582,2024-01-14,6003,kanpur
583,2024-01-12,733,delhi
584,2024-01-10,8753,delhi
585,2024-01-18,5495,chennai
586,2024-01-14,6908,delhi
587,2024-01-09,6412,delhi
588,2024-01-19,9393,delhi
589,2024-01-24,4819,mumbai
590,2024-01-22,7995,delhi
591,2024-01-29,9823,delhi
592,2024-01-11,8132,delhi
593,2024-01-16,4441,chennai
594,2024-01-22,5794,delhi
595,2024-01-21,7561,mumbai
596,2024-01-13,6279,delhi
597,2024-01-12,2060,delhi
598,2024-01-07,143,chennai
599,2024-01-10,4659,chennai
600,2024-01-25,9249,chennai
601,2024-01-13,623,mumbai
602,2024-01-23,7175,kanpur
603,2024-01-10,8053,mumbai
604,2024-01-01,482,chennai
605,2024-01-20,2163,delhi
606,2024-01-26,2949,mumbai
607,2024-01-21,7596,kanpur
608,2024-01-19,9934,delhi
609,2024-01-26,3938,delhi
610,2024-01-05,592,mumbai
611,2024-01-28,681,mumbai
612,2024-01-07,4967,mumbai
613,2024-01-16,763,kanpur
614,2024-01-23,4183,delhi
615,2024-01-09,3862,delhi
616,2024-01-05,2793,chennai
617,2024-01-11,5027,mumbai
618,2024-01-27,9846,kanpur
619,2024-01-29,2539,delhi
620,2024-01-14,8305,kanpur
621,2024-01-29,9868,chennai
622,2024-01-23,4126,chennai
623,2024-01-29,1420,kanpur
624,2024-01-11,3104,chennai
625,2024-01-30,4695,kanpur
626,2024-01-05,3705,mumbai
627,2024-01-05,9556,kanpur
628,2024-01-13,8846,kanpur
629,2024-01-24,5030,kanpur
630,2024-01-07,4509,chennai
631,2024-01-29,1149,chennai
632,2024-01-09,6552,kanpur
633,2024-01-24,2170,delhi
634,2024-01-23,4590,chennai
635,2024-01-21,2379,delhi
636,2024-01-27,8957,chennai
637,2024-01-22,6604,kanpur
638,2024-01-31,550,kanpur
639,2024-01-07,7558,chennai
640,2024-01-31,5424,delhi
641,2024-01-18,2614,kanpur
642,2024-01-05,8260,mumbai
643,2024-01-30,7650,chennai
644,2024-01-11,648,mumbai
645,2024-01-10,2931,delhi
646,2024-01-06,1759,kanpur
647,2024-01-21,2605,mumbai
648,2024-01-23,4342,chennai
649,2024-01-16,6098,kanpur
650,2024-01-15,9467,mumbai
651,2024-01-13,9276,delhi
652,2024-01-19,7928,mumbai
653,2024-01-04,8922,delhi
654,2024-01-15,5083,kanpur
655,2024-01-05,686,kanpur
656,2024-01-17,4953,chennai
657,2024-01-26,3334,chennai
658,2024-01-15,3203,chennai
659,2024-01-15,8420,mumbai
660,2024-01-01,1138,mumbai
661,2024-01-13,9519,kanpur
662,2024-01-29,9141,mumbai
663,2024-01-14,9111,delhi
664,2024-01-04,4648,mumbai
665,2024-01-29,6302,mumbai
666,2024-01-23,2436,mumbai
667,2024-01-21,9048,delhi
668,2024-01-14,6005,delhi
669,2024-01-07,5084,mumbai
670,2024-01-24,6022,delhi
671,2024-01-21,2949,kanpur
672,2024-01-11,5689,chennai
673,2024-01-21,4889,delhi
674,2024-01-03,5194,chennai
675,2024-01-01,2323,kanpur
676,2024-01-14,4102,delhi
677,2024-01-23,5602,delhi
678,2024-01-19,4468,delhi
679,2024-01-10,9482,mumbai
680,2024-01-27,2491,delhi
681,2024-01-30,6841,kanpur
682,2024-01-01,8250,chennai
683,2024-01-12,7166,kanpur
684,2024-01-29,1508,kanpur
685,2024-01-02,9070,kanpur
686,2024-01-12,695,chennai
687,2024-01-01,770,mumbai
688,2024-01-01,1740,kanpur
689,2024-01-18,7649,chennai
690,2024-01-22,5644,chennai
691,2024-01-25,4692,delhi
692,2024-01-27,2695,delhi
693,2024-01-06,503,mumbai
694,2024-01-22,6688,chennai
695,2024-01-12,8374,delhi
696,2024-01-04,4928,chennai
697,2024-01-30,6724,chennai
698,2024-01-22,9342,chennai
699,2024-01-04,3641,mumbai
700,2024-01-05,7655,mumbai
701,2024-01-27,2655,mumbai
702,2024-01-06,4238,kanpur
703,2024-01-29,2590,kanpur
704,2024-01-08,9437,delhi
705,2024-01-17,1052,mumbai
706,2024-01-30,4412,chennai
707,2024-01-06,4346,kanpur
708,2024-01-30,3345,delhi
709,2024-01-20,7027,delhi
710,2024-01-21,5372,delhi
711,2024-01-17,472,chennai
712,2024-01-14,4010,kanpur
713,2024-01-04,8111,chennai
714,2024-01-12,9252,mumbai
715,2024-01-10,9532,delhi
716,2024-01-18,219,delhi
717,2024-01-12,2913,mumbai
718,2024-01-11,8679,chennai
719,2024-01-20,9599,mumbai
720,2024-01-20,4607,kanpur
721,2024-01-13,5571,delhi
722,2024-01-17,929,chennai
723,2024-01-26,6712,mumbai
724,2024-01-27,8033,kanpur
725,2024-01-19,7413,mumbai
726,2024-01-05,8992,kanpur
727,2024-01-30,4332,mumbai
728,2024-01-21,9293,mumbai
729,2024-01-15,1350,delhi
730,2024-01-08,2433,chennai
731,2024-01-14,2504,delhi
732,2024-01-31,3232,delhi
733,2024-01-12,7514,chennai
734,2024-01-01,1114,mumbai
735,2024-01-08,3841,kanpur
736,2024-01-04,8234,mumbai
737,2024-01-13,9892,mumbai
738,2024-01-05,6031,delhi
739,2024-01-13,2254,mumbai
740,2024-01-31,3048,mumbai
741,2024-01-25,9163,mumbai
742,2024-01-10,8105,mumbai
743,2024-01-30,2034,delhi
744,2024-01-02,5675,kanpur
745,2024-01-27,7256,delhi
746,2024-01-03,3515,delhi
747,2024-01-31,3708,kanpur
748,2024-01-31,5047,delhi
749,2024-01-27,9983,delhi
750,2024-01-13,3513,kanpur
751,2024-01-05,4797,mumbai
752,2024-01-23,704,kanpur
753,2024-01-13,9596,delhi
754,2024-01-21,4724,mumbai
755,2024-01-13,5211,chennai
756,2024-01-06,2673,delhi
757,2024-01-03,6155,delhi
758,2024-01-31,8975,kanpur
759,2024-01-15,5033,delhi
760,2024-01-12,5591,chennai
761,2024-01-02,4302,delhi
762,2024-01-20,9241,chennai
763,2024-01-29,5327,kanpur
764,2024-01-01,1387,chennai
765,2024-01-27,9398,delhi
766,2024-01-29,4675,kanpur
767,2024-01-14,697,kanpur
768,2024-01-27,3968,kanpur
769,2024-01-29,2876,kanpur
770,2024-01-12,5727,mumbai
771,2024-01-30,974,chennai
772,2024-01-13,7297,delhi
773,2024-01-08,7819,kanpur
774,2024-01-10,207,kanpur
775,2024-01-12,1012,kanpur
776,2024-01-07,7853,kanpur
777,2024-01-21,4180,delhi
778,2024-01-19,2918,mumbai
779,2024-01-05,9397,chennai
780,2024-01-29,4731,kanpur
781,2024-01-30,1130,delhi
782,2024-01-12,9559,kanpur
783,2024-01-01,3828,kanpur
784,2024-01-04,3798,mumbai
785,2024-01-04,9536,kanpur
786,2024-01-08,677,delhi
787,2024-01-15,7428,chennai
788,2024-01-28,5032,kanpur
789,2024-01-05,4909,delhi
790,2024-01-26,6180,chennai
791,2024-01-16,2108,kanpur
792,2024-01-06,9722,delhi
793,2024-01-26,6445,kanpur
794,2024-01-28,3995,mumbai
795,2024-01-19,5400,kanpur
796,2024-01-16,790,chennai
797,2024-01-01,5323,chennai
798,2024-01-01,9958,chennai
799,2024-01-16,3729,delhi
800,2024-01-12,955,mumbai
801,2024-01-04,9275,delhi
802,2024-01-09,8619,chennai
803,2024-01-03,6738,delhi
804,2024-01-08,2932,chennai
805,2024-01-09,717,chennai
806,2024-01-12,108,delhi
807,2024-01-05,4136,delhi
808,2024-01-30,8553,delhi
809,2024-01-03,969,kanpur
810,2024-01-01,343,mumbai
811,2024-01-14,8925,mumbai
812,2024-01-18,8200,kanpur
813,2024-01-19,2352,delhi
814,2024-01-28,3105,chennai
815,2024-01-14,8653,kanpur
816,2024-01-21,1880,delhi
817,2024-01-24,2788,chennai
818,2024-01-02,9860,chennai
819,2024-01-24,4859,delhi
820,2024-01-06,2681,kanpur
821,2024-01-25,5485,chennai
822,2024-01-14,7205,delhi
823,2024-01-01,6135,chennai
824,2024-01-05,1103,delhi
825,2024-01-15,7101,mumbai
826,2024-01-19,6198,chennai
827,2024-01-26,4086,kanpur
828,2024-01-28,3235,chennai
829,2024-01-05,2051,mumbai
830,2024-01-26,3735,chennai
831,2024-01-17,7333,kanpur
832,2024-01-11,6755,mumbai
833,2024-01-19,8215,delhi
834,2024-01-09,4945,mumbai
835,2024-01-13,4511,mumbai
836,2024-01-29,3083,chennai
837,2024-01-06,4593,delhi
838,2024-01-16,2216,delhi
839,2024-01-31,1725,chennai
840,2024-01-06,4087,chennai
841,2024-01-29,2886,mumbai
842,2024-01-09,2306,delhi
843,2024-01-01,8297,mumbai
844,2024-01-18,9733,delhi
845,2024-01-12,4580,mumbai
846,2024-01-31,8962,delhi
847,2024-01-25,7395,kanpur
848,2024-01-28,9377,mumbai
849,2024-01-13,2149,mumbai
850,2024-01-31,7777,delhi
851,2024-01-14,811,kanpur
852,2024-01-12,656,mumbai
